imdb_id,title,topic,cluster,umap_x,umap_y,hit_score
tt5421602,Anne with an E,6,3,0.0476,-0.0168,51.64159347767359
tt6256484,While You Were Sleeping,1,2,0.0381,-0.0336,46.388401257126645
tt6226232,Young Sheldon,9,3,-0.0015,-0.0392,51.88370298566999
tt4604612,The Alienist,3,1,0.0609,-0.0387,41.17796801159469
tt5180504,The Witcher,2,1,0.0343,-0.0258,42.90704509658853
tt6315640,Atypical,0,3,0.0021,-0.0213,50.79534250907992
tt5691552,The Orville,1,2,0.0778,-0.0373,47.50593834041702
tt1869454,Good Omens,1,2,0.0942,-0.008,52.03009152844979
tt6816780,Little Boy Blue,3,1,0.0561,-0.0057,41.17784972526475
tt6439752,Snowfall,7,1,0.0643,0.0358,47.189175170713455
tt5754602,4 Blocks,7,1,0.0194,-0.0493,41.24168285038824
tt6866266,Escape at Dannemora,-1,-1,0.0524,-0.0531,45.10237182171407
tt6468322,Money Heist,3,1,0.0509,-0.0482,47.66087360536406
tt6586318,Patrick Melrose,-1,-1,0.042,-0.0352,46.099898855146215
tt7016936,Killing Eve,-1,-1,0.0726,-0.1174,42.63027834030767
tt4276618,Strike,3,1,0.0895,-0.0813,43.97380846088258
tt6763664,The Haunting of Hill House,4,1,-0.004,-0.0059,56.58916980220372
tt5957766,Loudermilk,0,3,-0.0296,-0.0559,42.35477891575528
tt5743796,Warrior,-1,-1,0.0358,-0.0482,51.40095649845647
tt7197684,Suburra: Blood on Rome,7,1,0.0741,-0.0363,40.91369924283272
tt4236770,Yellowstone,-1,-1,0.052,-0.0693,48.3938174071958
tt5580146,Maniac,1,2,0.0565,-0.0382,44.21295400896138
tt5516154,Godless,-1,-1,0.048,-0.0897,50.19279081940881
tt5057054,Tom Clancy's Jack Ryan,2,1,0.0845,-0.0109,40.574595492860674
tt5348176,Barry,0,3,0.0607,-0.0984,53.44222607889337
tt7375404,Kidding,0,3,0.0332,-0.0211,45.89140040402957
tt7431994,The Pit,2,1,0.0869,-0.0341,45.52202607408333
tt7622902,Prison Playbook,-1,-1,0.0547,-0.064,41.68058157441168
tt6257970,The End of the F***ing World,0,3,0.0391,-0.0412,56.486829631420974
tt6483832,The Resident,9,3,0.0243,-0.0504,41.429037856703175
tt7521778,I Am Not a Robot,-1,-1,0.0124,-0.0438,43.559354778157086
tt6108262,Black Sun,5,0,0.0675,-0.0852,46.35106600890233
tt7094780,Mr. Sunshine,-1,-1,0.0527,-0.0639,46.2931138940767
tt1312171,The Umbrella Academy,1,2,0.0636,-0.0352,44.71056537658031
tt2708480,The Terror,-1,-1,0.0587,-0.0357,44.83594850297295
tt7120662,Derry Girls,0,3,0.0433,-0.0633,53.84646732233759
tt6466208,Breathe,-1,-1,0.0575,-0.0777,41.155500410240585
tt7550774,Price Of Passion,2,1,0.0744,-0.0338,40.78846857095
tt7078710,Everything Sucks!,0,3,0.0062,-0.0444,41.07385416719092
tt7923710,My Mister,6,3,0.0092,-0.0618,48.60722991915424
tt7927936,FLAMES,0,3,0.0271,-0.0555,53.62413343626519
tt7660850,Succession,-1,-1,-0.0126,-0.0284,52.78403151238098
tt6873658,The Mechanism,7,1,0.0325,-0.0869,43.49239873841002
tt7221388,Cobra Kai,-1,-1,0.0817,-0.0352,57.28697140146544
tt7920978,Persona,4,1,0.0117,-0.029,54.23383839383622
tt7278862,My Brilliant Friend,6,3,0.0521,0.0004,47.25788646329872
tt7587890,The Rookie,0,3,0.0762,-0.1013,40.98381468916974
tt7562112,POSE,6,3,0.0344,-0.038,50.55012186423927
tt6077448,Sacred Games,2,1,0.0629,-0.067,47.74977068704744
tt8242904,What's Wrong with Secretary Kim,0,3,0.0268,-0.0781,41.977292512747
tt8398600,After Life,0,3,0.0292,-0.0324,56.61217249224659
tt8080122,Godfather of Harlem,7,1,0.0647,-0.0716,41.074632756793015
